example_id,subset,pair_type,source_text,target_text,alternate_text,direct_distance,off_manifold_mean,geodesic_length,detour_ratio,dual_path_length,dual_detour_ratio,switch_count,midpoint_label,path_nearest_nodes
249,replace_relation,congruent,A smiling person sitting by a very nice looking cake.,A smiling individual is seated beside a beautifully decorated cake.,A smiling person standing near a very nice looking cake.,0.5358287692070007,0.1488413224158333,0.5358287692070007,1.0,0.6323050543981238,1.076176412294892,1,source,"[322, 322, 322, 322, 322, 321, 321, 321, 321, 321, 321]"
249,replace_relation,incongruent,A smiling person sitting by a very nice looking cake.,A smiling person standing near a very nice looking cake.,A smiling individual is seated beside a beautifully decorated cake.,0.4309271275997162,0.1197019787635529,0.4309271275997162,1.0,0.4489124099608076,1.0359351802795458,1,target,"[322, 322, 322, 322, 322, 322, 323, 323, 323, 323, 323]"
13,replace_relation,congruent,Two people posing next to a giant suitcase in front of a building.,Two individuals are striking a pose positioned alongside a massive suitcase in front of a building.,Two people carrying a giant suitcase in front of a building.,0.5521093010902405,0.1533637089438904,0.5521093010902405,1.0,0.6624081743371385,1.0848800622612458,1,source,"[616, 616, 616, 616, 616, 608, 608, 608, 608, 608, 608]"
13,replace_relation,incongruent,Two people posing next to a giant suitcase in front of a building.,Two people carrying a giant suitcase in front of a building.,Two individuals are striking a pose positioned alongside a massive suitcase in front of a building.,0.5634728670120239,0.15652024390806538,0.5634728670120239,1.0,0.6836567316728426,1.09007295484445,1,target,"[616, 616, 616, 616, 616, 615, 615, 615, 615, 615, 615]"
187,replace_relation,congruent,Some kids in colorful shirts standing by some pastries.,"Near some pastries, some kids in colorful shirts are standing.",Some kids in colorful shirts walking past some pastries.,0.4365362823009491,0.12126007934437684,0.4365362823009491,1.0,0.4494661248225055,1.037779190414652,1,source,"[493, 493, 493, 493, 493, 456, 456, 456, 456, 456, 456]"
187,replace_relation,incongruent,Some kids in colorful shirts standing by some pastries.,Some kids in colorful shirts walking past some pastries.,"Near some pastries, some kids in colorful shirts are standing.",0.47887587547302246,0.1330210754376485,0.47887587547302246,1.0,0.5230611651785458,1.0522282200147235,1,source,"[493, 493, 493, 493, 493, 493, 494, 494, 494, 494, 494]"
485,replace_relation,congruent,A baby brown bear standing on top of a rock.,The rock is positioned beneath the standing baby brown bear.,A baby brown bear lying on top of a rock.,0.6996128559112549,0.19433690655931515,0.6996128559112549,1.0,0.870842198523388,1.1726866871293151,1,source,"[5, 5, 5, 5, 5, 5, 559, 559, 559, 559, 559]"
485,replace_relation,incongruent,A baby brown bear standing on top of a rock.,A baby brown bear lying on top of a rock.,The rock is positioned beneath the standing baby brown bear.,0.4810851812362671,0.133634768957735,0.4810851812362671,1.0,0.5419174375278158,1.0540692455090017,1,source,"[5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4]"
378,replace_relation,congruent,A large dining room features wooden cabinets and a marble counter top.,The wooden cabinets and marble counter top are situated in a large dining room.,A large dining room lacks wooden cabinets and a marble counter top.,0.4297780692577362,0.11938279835606053,0.4297780692577362,1.0,0.41867002224634103,1.0353168498720897,1,source,"[148, 148, 148, 148, 148, 148, 579, 579, 579, 579, 579]"
378,replace_relation,incongruent,A large dining room features wooden cabinets and a marble counter top.,A large dining room lacks wooden cabinets and a marble counter top.,The wooden cabinets and marble counter top are situated in a large dining room.,0.6116743683815002,0.16990953696116612,0.6116743683815002,1.0,0.7346941965134256,1.1133286908051305,1,target,"[148, 148, 148, 148, 148, 148, 149, 149, 149, 149, 149]"
162,replace_relation,congruent,A blue commuter train traveling towards a train tunnel.,A commuter train painted blue is moving towards a tunnel.,A blue commuter train coming out of a train tunnel.,0.4532608091831207,0.12590578286143547,0.4532608091831207,1.0,0.484307030173316,1.0429661288454322,1,source,"[31, 31, 31, 31, 31, 31, 75, 75, 75, 75, 75]"
162,replace_relation,incongruent,A blue commuter train traveling towards a train tunnel.,A blue commuter train coming out of a train tunnel.,A commuter train painted blue is moving towards a tunnel.,0.48364806175231934,0.13434668613104764,0.48364806175231934,1.0,0.5377105844759805,1.0539012087110011,1,source,"[31, 31, 31, 31, 31, 30, 30, 30, 30, 30, 30]"
1178,replace_relation,congruent,A couple celebrating a birthday in a kitchen.,A couple in the kitchen is celebrating a birthday.,A couple celebrating a birthday outside.,0.334501713514328,0.09291714763176978,0.334501713514328,1.0,0.2868700189784762,1.01399746321362,1,target,"[78, 78, 78, 78, 78, 78, 80, 80, 80, 80, 80]"
1178,replace_relation,incongruent,A couple celebrating a birthday in a kitchen.,A couple celebrating a birthday outside.,A couple in the kitchen is celebrating a birthday.,0.7608830332756042,0.21135639150065194,0.7608830332756042,1.0,0.9353195695342958,1.1962992650609827,1,source,"[78, 78, 78, 78, 78, 78, 79, 79, 79, 79, 79]"
379,replace_relation,congruent,A person standing in front of a couple horses on the street.,A person is positioned in front of a couple of horses on the street.,A person standing behind a couple horses on the street.,0.4495413303375244,0.12487259615695688,0.4495413303375244,1.0,0.48101850271540336,1.04169500299655,1,source,"[256, 256, 256, 256, 256, 224, 224, 224, 224, 224, 224]"
379,replace_relation,incongruent,A person standing in front of a couple horses on the street.,A person standing behind a couple horses on the street.,A person is positioned in front of a couple of horses on the street.,0.4612817168235779,0.12813381064875962,0.4612817168235779,1.0,0.5017315593189673,1.0457025813488166,1,source,"[256, 256, 256, 256, 256, 254, 254, 254, 254, 254, 254]"
985,replace_relation,congruent,A person with graying hair looks down at a stand full of yellow bananas.,The individual with graying hair is gazing down at a stand stocked with yellow bananas.,A person with graying hair walks past a stand full of yellow bananas.,0.34826382994651794,0.09673995083552393,0.34826382994651794,1.0,0.29744661697480745,1.0163345311862189,1,target,"[275, 275, 275, 275, 275, 275, 528, 528, 528, 528, 528]"
985,replace_relation,incongruent,A person with graying hair looks down at a stand full of yellow bananas.,A person with graying hair walks past a stand full of yellow bananas.,The individual with graying hair is gazing down at a stand stocked with yellow bananas.,0.49074646830558777,0.13631846233349007,0.49074646830558777,1.0,0.5347144603258672,1.0565008037379082,1,target,"[275, 275, 275, 275, 275, 275, 276, 276, 276, 276, 276]"
1324,replace_relation,congruent,A BLACK CAT SITTING INSIDE OF A SINK IN THE BATHROOM,A black cat sitting inside a bathroom sink.,A black cat sitting on top of a sink in the bathroom.,0.5363302826881409,0.14898062548531643,0.5363302826881409,1.0,0.5477068761834439,1.078176509467661,1,source,"[2, 2, 2, 2, 2, 2, 24, 24, 24, 24, 24]"
1324,replace_relation,incongruent,A BLACK CAT SITTING INSIDE OF A SINK IN THE BATHROOM,A black cat sitting on top of a sink in the bathroom.,A black cat sitting inside a bathroom sink.,0.6089178323745728,0.1691438409194643,0.6089178323745728,1.0,0.6441188743101367,1.1294840618360222,1,source,"[2, 2, 2, 2, 2, 2, 25, 25, 25, 25, 25]"
1083,replace_relation,congruent,A person sits across from a pizza ready to be served.,"The pizza is ready to be served, and a person is seated across from the pizza.",A person is standing across from a pizza ready to be served.,0.48306477069854736,0.13418465815259015,0.48306477069854736,1.0,0.5384476756550927,1.053920639690964,1,source,"[246, 246, 246, 246, 246, 246, 556, 556, 556, 556, 556]"
1083,replace_relation,incongruent,A person sits across from a pizza ready to be served.,A person is standing across from a pizza ready to be served.,"The pizza is ready to be served, and a person is seated across from the pizza.",0.4942873418331146,0.1373020393703595,0.4942873418331146,1.0,0.5584485325117513,1.0582371122585859,1,source,"[246, 246, 246, 246, 246, 231, 231, 231, 231, 231, 231]"
62,replace_relation,congruent,A male skater jumps in the air at a skate park.,"At a skate park, a male skater jumps in the air.",A male skater spins in the air at a skate park.,0.39561307430267334,0.10989251897847443,0.39561307430267334,1.0,0.3839450593560863,1.0262620474342814,1,source,"[164, 164, 164, 164, 164, 164, 432, 432, 432, 432, 432]"
62,replace_relation,incongruent,A male skater jumps in the air at a skate park.,A male skater spins in the air at a skate park.,"At a skate park, a male skater jumps in the air.",0.5473516583442688,0.1520421159376592,0.5473516583442688,1.0,0.6467370907783229,1.0811398707005508,1,source,"[164, 164, 164, 164, 164, 164, 165, 165, 165, 165, 165]"
726,replace_relation,congruent,a person glares as other people behind him look on,"Asother people behind him look on, a person glares.",A person glares as other people in front of him close thier eyes shut.,0.5211330056190491,0.1447591652912081,0.5211330056190491,1.0,0.6158109232707016,1.0707509502532844,1,target,"[647, 647, 647, 647, 647, 431, 431, 431, 431, 431, 431]"
726,replace_relation,incongruent,a person glares as other people behind him look on,A person glares as other people in front of him close thier eyes shut.,"Asother people behind him look on, a person glares.",0.7269226908683777,0.20192297650649477,0.7269226908683777,1.0,0.9072808628330267,1.1863246648545145,1,target,"[647, 647, 647, 647, 647, 184, 184, 184, 184, 184, 184]"
1248,replace_relation,congruent,The lid is up on the toilet bowl.,The lid on the the toilet bowl is up.,The lid is down on the toilet bowl.,0.3324894905090332,0.09235819452464417,0.3324894905090332,1.0,0.2799584463037392,1.0136097262402581,1,source,"[537, 537, 537, 537, 537, 537, 538, 538, 538, 538, 538]"
1248,replace_relation,incongruent,The lid is up on the toilet bowl.,The lid is down on the toilet bowl.,The lid on the the toilet bowl is up.,0.5914322137832642,0.1642867174447516,0.5914322137832642,1.0,0.7167237445399638,1.1030327527375405,1,target,"[537, 537, 537, 537, 537, 536, 536, 536, 536, 536, 536]"
321,replace_relation,congruent,Several people traveling up a hill wearing snow gear.,A group of individuals is ascending a hill while dressed in snow gear.,Several people descending a hill wearing snow gear.,0.642159640789032,0.1783776799071803,0.642159640789032,1.0,0.8003298106471821,1.1377667073353495,1,source,"[478, 478, 478, 478, 478, 110, 110, 110, 110, 110, 110]"
321,replace_relation,incongruent,Several people traveling up a hill wearing snow gear.,Several people descending a hill wearing snow gear.,A group of individuals is ascending a hill while dressed in snow gear.,0.6009166836738586,0.16692130116792087,0.6009166836738586,1.0,0.7404905979103489,1.1128965825406207,1,target,"[478, 478, 478, 478, 478, 477, 477, 477, 477, 477, 477]"
