example_id,subset,pair_type,source_text,target_text,alternate_text,retrieval_t0,retrieval_t02,retrieval_t05,retrieval_t08,retrieval_t10,off_manifold_mean,detour_ratio,dual_detour_ratio
259,swap_atribute,congruent,A person talking in front of a photo of an orange sofa with black and white fence behind it.,"A photo of an orange sofa with a black and white fence in the background, while a person is standing and talking. ",A person talking in front of a photo of a black and white sofa with an orange fence behind it.,A person talking in front of a photo of an orange sofa with black and white fence behind it.,A person talking in front of a photo of an orange sofa with black and white fence behind it.,A person talking in front of a photo of an orange sofa with black and white fence behind it.,"A photo of an orange sofa with a black and white fence in the background, while a person is standing and talking. ","A photo of an orange sofa with a black and white fence in the background, while a person is standing and talking. ",0.13601231551843776,1.0,1.0578762456527941
259,swap_atribute,incongruent,A person talking in front of a photo of an orange sofa with black and white fence behind it.,A person talking in front of a photo of a black and white sofa with an orange fence behind it.,"A photo of an orange sofa with a black and white fence in the background, while a person is standing and talking. ",A person talking in front of a photo of an orange sofa with black and white fence behind it.,A person talking in front of a photo of an orange sofa with black and white fence behind it.,A person talking in front of a photo of a black and white sofa with an orange fence behind it.,A person talking in front of a photo of a black and white sofa with an orange fence behind it.,A person talking in front of a photo of a black and white sofa with an orange fence behind it.,0.04797581482515307,1.0,1.0010199449716821
310,swap_atribute,congruent,Three people try to guide a horse into a trailer.,Three individuals attempt to lead a horse into a trailer.,A person tries to guide three horses into a trailer.,Three people try to guide a horse into a trailer.,Three people try to guide a horse into a trailer.,Three individuals attempt to lead a horse into a trailer.,Three individuals attempt to lead a horse into a trailer.,Three individuals attempt to lead a horse into a trailer.,0.13165075985844832,1.0,1.0507554689937124
310,swap_atribute,incongruent,Three people try to guide a horse into a trailer.,A person tries to guide three horses into a trailer.,Three individuals attempt to lead a horse into a trailer.,Three people try to guide a horse into a trailer.,Three people try to guide a horse into a trailer.,A person tries to guide three horses into a trailer.,A person tries to guide three horses into a trailer.,A person tries to guide three horses into a trailer.,0.1465747384943582,1.0,1.0727539566998023
334,swap_atribute,congruent,A large dining room features wooden cabinets and a marble counter top.,The wooden cabinets and marble counter top are situated in a large dining room.,A wooden dining room features large cabinets and a marble counter top.,A large dining room features wooden cabinets and a marble counter top.,A large dining room features wooden cabinets and a marble counter top.,A large dining room features wooden cabinets and a marble counter top.,The wooden cabinets and marble counter top are situated in a large dining room.,The wooden cabinets and marble counter top are situated in a large dining room.,0.11938279835606053,1.0,1.0353168498720897
334,swap_atribute,incongruent,A large dining room features wooden cabinets and a marble counter top.,A wooden dining room features large cabinets and a marble counter top.,The wooden cabinets and marble counter top are situated in a large dining room.,A large dining room features wooden cabinets and a marble counter top.,A large dining room features wooden cabinets and a marble counter top.,A large dining room features wooden cabinets and a marble counter top.,A wooden dining room features large cabinets and a marble counter top.,A wooden dining room features large cabinets and a marble counter top.,0.0884702721965582,1.0,1.0114701253110314
104,swap_atribute,congruent,a person wearing skis is posing for the camera,A person wearing skis is standing in front of the camera.,A person posing in front of skis for the camera.,a person wearing skis is posing for the camera,a person wearing skis is posing for the camera,A person wearing skis is standing in front of the camera.,A person wearing skis is standing in front of the camera.,A person wearing skis is standing in front of the camera.,0.17752710207943326,1.0,1.1463749856435999
104,swap_atribute,incongruent,a person wearing skis is posing for the camera,A person posing in front of skis for the camera.,A person wearing skis is standing in front of the camera.,a person wearing skis is posing for the camera,a person wearing skis is posing for the camera,A person posing in front of skis for the camera.,A person posing in front of skis for the camera.,A person posing in front of skis for the camera.,0.14625073239780992,1.0,1.0747598910770213
101,swap_atribute,congruent,A person in a snow sporting event  is going rapidly down this show chute-type course as people watch from the sidelines.,A person in a snow sporting event is rapidly descending down this chute-like course as people observe from the sidelines.,A person on the sidelines of a sporting event is watching people go rapidly down a chute-type course.,A person in a snow sporting event  is going rapidly down this show chute-type course as people watch from the sidelines.,A person in a snow sporting event  is going rapidly down this show chute-type course as people watch from the sidelines.,A person in a snow sporting event  is going rapidly down this show chute-type course as people watch from the sidelines.,A person in a snow sporting event is rapidly descending down this chute-like course as people observe from the sidelines.,A person in a snow sporting event is rapidly descending down this chute-like course as people observe from the sidelines.,0.09412583739929821,1.0,1.014726371998247
101,swap_atribute,incongruent,A person in a snow sporting event  is going rapidly down this show chute-type course as people watch from the sidelines.,A person on the sidelines of a sporting event is watching people go rapidly down a chute-type course.,A person in a snow sporting event is rapidly descending down this chute-like course as people observe from the sidelines.,A person in a snow sporting event  is going rapidly down this show chute-type course as people watch from the sidelines.,A person in a snow sporting event  is going rapidly down this show chute-type course as people watch from the sidelines.,A person in a snow sporting event  is going rapidly down this show chute-type course as people watch from the sidelines.,A person on the sidelines of a sporting event is watching people go rapidly down a chute-type course.,A person on the sidelines of a sporting event is watching people go rapidly down a chute-type course.,0.17178575971809018,1.0,1.1170757489173628
